TotalYieldStrength,TotalHardness,Temperature_K_,MolePercentNi,MolePercentFe,MolePercentCr,MolePercentAl,MolePercentTi
401.3693,1204.1079,293,25,18,16,22,19
354.3731,1063.1193,293,15,27,16,22,20
359.2533,1077.76,293,16,26,16,22,20
364.166,1092.4979,293,17,25,16,22,20
369.1015,1107.3045,293,18,24,16,22,20
373.9895,1121.9685,293,19,23,16,22,20
378.9425,1136.8275,293,20,22,16,22,20
383.9671,1151.9012,293,21,21,16,22,20
389.0709,1167.2127,293,22,20,16,22,20
394.263,1182.789,293,23,19,16,22,20
399.5538,1198.6614,293,24,18,16,22,20
404.9556,1214.8669,293,25,17,16,22,20
324.4867,973.4602,293,15,26,16,22,21
325.2077,975.6232,293,16,25,16,22,21
329.0142,987.0427,293,17,24,16,22,21
332.7746,998.3238,293,18,23,16,22,21
336.4775,1009.4326,293,19,22,16,22,21
340.1095,1020.3284,293,20,21,16,22,21
343.6543,1030.963,293,21,20,16,22,21
347.094,1041.2821,293,22,19,16,22,21
350.4113,1051.2339,293,23,18,16,22,21
353.5981,1060.7944,293,24,17,16,22,21
356.6833,1070.05,293,25,16,16,22,21
285.4442,856.3325,293,15,25,16,22,22
288.0291,864.0873,293,16,24,16,22,22
290.3935,871.1804,293,17,23,16,22,22
292.4783,877.435,293,18,22,16,22,22
294.2013,882.6038,293,19,21,16,22,22
295.4424,886.3272,293,20,20,16,22,22
296.0177,888.0531,293,21,19,16,22,22
295.6272,886.8817,293,22,18,16,22,22
293.777,881.3309,293,23,17,16,22,22
293.5867,880.7602,293,24,16,16,22,22
307.0234,921.0702,293,25,15,16,22,22
245.9743,737.9228,293,15,24,16,22,23
246.539,739.617,293,16,23,16,22,23
246.3859,739.1576,293,17,22,16,22,23
245.1817,735.545,293,18,21,16,22,23
242.2548,726.7643,293,19,20,16,22,23
250.7913,752.3738,293,20,19,16,22,23
263.0306,789.0918,293,21,18,16,22,23
274.8241,824.4722,293,22,17,16,22,23
286.3902,859.1707,293,23,16,16,22,23
302.4942,907.4825,293,24,15,16,22,23
318.6536,955.9607,293,25,14,16,22,23
200.6837,602.0512,293,15,23,16,22,24
208.9708,626.9124,293,16,22,16,22,24
220.178,660.5341,293,17,21,16,22,24
230.9956,692.9868,293,18,20,16,22,24
241.6442,724.9325,293,19,19,16,22,24
252.2491,756.7473,293,20,18,16,22,24
262.8838,788.6513,293,21,17,16,22,24
278.693,836.079,293,22,16,16,22,24
293.8548,881.5643,293,23,15,16,22,24
308.3719,925.1157,293,24,14,16,22,24
322.3538,967.0615,293,25,13,16,22,24
198.3319,594.9958,293,15,22,16,22,25
208.159,624.4771,293,16,21,16,22,25
218.0427,654.1281,293,17,20,16,22,25
228.0175,684.0524,293,18,19,16,22,25
239.2689,717.8067,293,19,18,16,22,25
254.3569,763.0706,293,20,17,16,22,25
268.8944,806.6832,293,21,16,16,22,25
282.9615,848.8844,293,22,15,16,22,25
296.6172,889.8517,293,23,14,16,22,25
309.9056,929.7168,293,24,13,16,22,25
322.8588,968.5765,293,25,12,16,22,25
332.015,996.045,293,15,31,16,23,15
336.6216,1009.8647,293,16,30,16,23,15
341.2653,1023.796,293,17,29,16,23,15
345.9485,1037.8455,293,18,28,16,23,15
350.6735,1052.0205,293,19,27,16,23,15
355.4433,1066.3299,293,20,26,16,23,15
360.2612,1080.7837,293,21,25,16,23,15
365.1313,1095.3939,293,22,24,16,23,15
370.0581,1110.1744,293,23,23,16,23,15
375.0474,1125.1421,293,24,22,16,23,15
380.1057,1140.317,293,25,21,16,23,15
335.9859,1007.9576,293,15,30,16,23,16
340.6329,1021.8986,293,16,29,16,23,16
345.3119,1035.9357,293,17,28,16,23,16
350.0325,1050.0975,293,18,27,16,23,16
354.7973,1064.392,293,19,26,16,23,16
359.6094,1078.8282,293,20,25,16,23,16
364.4722,1093.4166,293,21,24,16,23,16
369.3899,1108.1696,293,22,23,16,23,16
374.3672,1123.1015,293,23,22,16,23,16
379.4098,1138.2293,293,24,21,16,23,16
384.5244,1153.5731,293,25,20,16,23,16
339.8082,1019.4246,293,15,29,16,23,17
344.4832,1033.4497,293,16,28,16,23,17
349.2005,1047.6014,293,17,27,16,23,17
353.9624,1061.8872,293,18,26,16,23,17
358.7718,1076.3155,293,19,25,16,23,17
363.6319,1090.8958,293,20,24,16,23,17
368.5464,1105.6391,293,21,23,16,23,17
373.5193,1120.5579,293,22,22,16,23,17
378.5556,1135.6669,293,23,21,16,23,17
383.655,1150.9649,293,24,20,16,23,17
388.8143,1166.4429,293,25,19,16,23,17
343.6395,1030.9185,293,15,28,16,23,18
348.3381,1045.0142,293,16,27,16,23,18
353.0794,1059.2381,293,17,26,16,23,18
357.866,1073.5979,293,18,25,16,23,18
362.7007,1088.1021,293,19,24,16,23,18
367.5867,1102.7602,293,20,23,16,23,18
372.5277,1117.5832,293,21,22,16,23,18
377.5278,1132.5835,293,22,21,16,23,18
382.5917,1147.7752,293,23,20,16,23,18
387.7249,1163.1748,293,24,19,16,23,18
392.9337,1178.8011,293,25,18,16,23,18
347.3436,1042.0308,293,15,27,16,23,19
352.1261,1056.3784,293,16,26,16,23,19
356.9498,1070.8495,293,17,25,16,23,19
361.8172,1085.4516,293,18,24,16,23,19
366.7309,1100.1928,293,19,23,16,23,19
371.6943,1115.0828,293,20,22,16,23,19
376.6991,1130.0973,293,21,21,16,23,19
381.7388,1145.2163,293,22,20,16,23,19
386.8433,1160.5299,293,23,19,16,23,19
392.0183,1176.055,293,24,18,16,23,19
397.2703,1191.811,293,25,17,16,23,19
345.3,1035.8999,293,15,26,16,23,20
350.0575,1050.1726,293,16,25,16,23,20
351.0485,1053.1455,293,17,24,16,23,20
351.4786,1054.4359,293,18,23,16,23,20
351.9112,1055.7337,293,19,22,16,23,20
352.3463,1057.0388,293,20,21,16,23,20
352.7838,1058.3513,293,21,20,16,23,20
353.2238,1059.6713,293,22,19,16,23,20
353.6663,1060.9988,293,23,18,16,23,20
357.1392,1071.4175,293,24,17,16,23,20
360.8363,1082.509,293,25,16,16,23,20
310.7811,932.3434,293,15,25,16,23,21
311.0985,933.2956,293,16,24,16,23,21
311.4177,934.2532,293,17,23,16,23,21
311.7388,935.2163,293,18,22,16,23,21
312.0616,936.1848,293,19,21,16,23,21
312.3863,937.1589,293,20,20,16,23,21
312.7128,938.1385,293,21,19,16,23,21
313.181,939.543,293,22,18,16,23,21
315.3474,946.0421,293,23,17,16,23,21
317.0658,951.1973,293,24,16,16,23,21
318.1401,954.4202,293,25,15,16,23,21
270.7684,812.3052,293,15,24,16,23,22
270.9745,812.9235,293,16,23,16,23,22
271.1818,813.5454,293,17,22,16,23,22
271.3903,814.1709,293,18,21,16,23,22
271.6,814.7999,293,19,20,16,23,22
271.8109,815.4326,293,20,19,16,23,22
272.1034,816.3101,293,21,18,16,23,22
272.1348,816.4044,293,22,17,16,23,22
278.2694,834.8083,293,23,16,16,23,22
291.1144,873.3431,293,24,15,16,23,22
303.4295,910.2884,293,25,14,16,23,22
230.1435,690.4304,293,15,23,16,23,23
230.2348,690.7045,293,16,22,16,23,23
230.3267,690.9802,293,17,21,16,23,23
230.4192,691.2575,293,18,20,16,23,23
236.6155,709.8466,293,19,19,16,23,23
248.4963,745.489,293,20,18,16,23,23
259.8663,779.599,293,21,17,16,23,23
270.9612,812.8835,293,22,16,16,23,23
281.9368,845.8103,293,23,15,16,23,23
292.8904,878.6712,293,24,14,16,23,23
303.8841,911.6524,293,25,13,16,23,23
197.3851,592.1554,293,15,22,16,23,24
207.4648,622.3943,293,16,21,16,23,24
217.616,652.848,293,17,20,16,23,24
227.9087,683.7262,293,18,19,16,23,24
238.1157,714.347,293,19,18,16,23,24
248.3237,744.971,293,20,17,16,23,24
258.5852,775.7556,293,21,16,16,23,24
268.9342,806.8025,293,22,15,16,23,24
279.394,838.1819,293,23,14,16,23,24
289.9819,869.9458,293,24,13,16,23,24
300.7117,902.135,293,25,12,16,23,24
195.6759,587.0276,293,15,21,16,23,25
205.1779,615.5336,293,16,20,16,23,25
214.7662,644.2986,293,17,19,16,23,25
224.4524,673.3572,293,18,18,16,23,25
234.254,702.762,293,19,17,16,23,25
244.1834,732.5502,293,20,16,16,23,25
254.2502,762.7507,293,21,15,16,23,25
264.4622,793.3867,293,22,14,16,23,25
274.8262,824.4787,293,23,13,16,23,25
285.3485,856.0455,293,24,12,16,23,25
298.7002,896.1005,293,25,11,16,23,25
329.1862,987.5587,293,15,30,16,24,15
333.7226,1001.1679,293,16,29,16,24,15
338.2717,1014.8151,293,17,28,16,24,15
342.841,1028.5231,293,18,27,16,24,15
347.4427,1042.3281,293,19,26,16,24,15
352.0783,1056.2349,293,20,25,16,24,15
356.7497,1070.2492,293,21,24,16,24,15
361.4592,1084.3776,293,22,23,16,24,15
366.2093,1098.6279,293,23,22,16,24,15
371.003,1113.0091,293,24,21,16,24,15
375.8441,1127.5322,293,25,20,16,24,15
332.998,998.9939,293,15,29,16,24,16
337.553,1012.6591,293,16,28,16,24,16
342.1425,1026.4276,293,17,27,16,24,16
346.7682,1040.3047,293,18,26,16,24,16
351.4322,1054.2965,293,19,25,16,24,16
356.1366,1068.4098,293,20,24,16,24,16
360.8842,1082.6525,293,21,23,16,24,16
365.6778,1097.0335,293,22,22,16,24,16
370.5212,1111.5637,293,23,21,16,24,16
375.4186,1126.2557,293,24,20,16,24,16
380.3432,1141.0296,293,25,19,16,24,16
336.7956,1010.3869,293,15,28,16,24,17
341.3777,1024.133,293,16,27,16,24,17
345.9946,1037.9837,293,17,26,16,24,17
350.6482,1051.9445,293,18,25,16,24,17
355.3405,1066.0215,293,19,24,16,24,17
360.0739,1080.2217,293,20,23,16,24,17
364.851,1094.5529,293,21,22,16,24,17
369.6747,1109.0241,293,22,21,16,24,17
374.5485,1123.6455,293,23,20,16,24,17
379.4763,1138.4289,293,24,19,16,24,17
384.4627,1153.388,293,25,18,16,24,17
340.1753,1020.526,293,15,27,16,24,18
344.8615,1034.5845,293,16,26,16,24,18
349.5819,1048.7458,293,17,25,16,24,18
354.3384,1063.0151,293,18,24,16,24,18
359.1327,1077.3981,293,19,23,16,24,18
363.9671,1091.9014,293,20,22,16,24,18
368.8441,1106.5323,293,21,21,16,24,18
373.7665,1121.2995,293,22,20,16,24,18
378.7376,1136.2127,293,23,19,16,24,18
383.7611,1151.2834,293,24,18,16,24,18
388.841,1166.523,293,25,17,16,24,18
338.5934,1015.7803,293,15,26,16,24,19
343.3799,1030.1396,293,16,25,16,24,19
348.2051,1044.6153,293,17,24,16,24,19
353.0698,1059.2094,293,18,23,16,24,19
357.9737,1073.9212,293,19,22,16,24,19
362.9151,1088.7452,293,20,21,16,24,19
367.889,1103.667,293,21,20,16,24,19
372.8857,1118.6571,293,22,19,16,24,19
377.8895,1133.6686,293,23,18,16,24,19
380.3445,1141.0336,293,24,17,16,24,19
380.8662,1142.5985,293,25,16,16,24,19
335.8782,1007.6347,293,15,25,16,24,20
337.0434,1011.1302,293,16,24,16,24,20
337.435,1012.3051,293,17,23,16,24,20
337.8289,1013.4867,293,18,22,16,24,20
338.225,1014.6749,293,19,21,16,24,20
338.6233,1015.8699,293,20,20,16,24,20
339.0239,1017.0718,293,21,19,16,24,20
339.4268,1018.2805,293,22,18,16,24,20
339.832,1019.4961,293,23,17,16,24,20
340.2396,1020.7188,293,24,16,16,24,20
340.6495,1021.9485,293,25,15,16,24,20
296.9347,890.8042,293,15,24,16,24,21
297.2145,891.6436,293,16,23,16,24,21
297.4959,892.4878,293,17,22,16,24,21
297.7789,893.3367,293,18,21,16,24,21
298.0635,894.1906,293,19,20,16,24,21
298.3498,895.0493,293,20,19,16,24,21
298.6377,895.913,293,21,18,16,24,21
298.9272,896.7816,293,22,17,16,24,21
299.2184,897.6553,293,23,16,16,24,21
299.5113,898.534,293,24,15,16,24,21
299.806,899.4179,293,25,14,16,24,21
256.6093,769.8279,293,15,23,16,24,22
256.776,770.3281,293,16,22,16,24,22
256.9437,770.8312,293,17,21,16,24,22
257.1124,771.3372,293,18,20,16,24,22
257.282,771.8461,293,19,19,16,24,22
257.4527,772.358,293,20,18,16,24,22
257.6243,772.8728,293,21,17,16,24,22
267.2271,801.6813,293,22,16,16,24,22
278.5425,835.6274,293,23,15,16,24,22
289.9791,869.9374,293,24,14,16,24,22
301.434,904.302,293,25,13,16,24,22
215.6636,646.9909,293,15,22,16,24,23
215.7138,647.1414,293,16,21,16,24,23
217.1942,651.5825,293,17,20,16,24,23
227.6343,682.903,293,18,19,16,24,23
238.2515,714.7544,293,19,18,16,24,23
248.9547,746.8641,293,20,17,16,24,23
259.6839,779.0517,293,21,16,16,24,23
270.4553,811.3659,293,22,15,16,24,23
281.3203,843.9609,293,23,14,16,24,23
292.3395,877.0185,293,24,13,16,24,23
303.5767,910.73,293,25,12,16,24,23
198.415,595.2451,293,15,21,16,24,24
208.5469,625.6408,293,16,20,16,24,24
218.6905,656.0714,293,17,19,16,24,24
228.8602,686.5805,293,18,18,16,24,24
239.0936,717.2807,293,19,17,16,24,24
249.4351,748.3052,293,20,16,16,24,24
259.9299,779.7896,293,21,15,16,24,24
270.6238,811.8715,293,22,14,16,24,24
281.5661,844.6982,293,23,13,16,24,24
292.8124,878.4373,293,24,12,16,24,24
304.4309,913.2926,293,25,11,16,24,24
197.712,593.1359,293,15,20,16,24,25
207.5004,622.5011,293,16,19,16,24,25
217.4004,652.2013,293,17,18,16,24,25
227.4463,682.3389,293,18,17,16,24,25
237.6719,713.0158,293,19,16,16,24,25
248.1126,744.3377,293,20,15,16,24,25
258.8069,776.4207,293,21,14,16,24,25
269.7991,809.3973,293,22,13,16,24,25
281.1415,843.4244,293,23,12,16,24,25
292.8972,878.6915,293,24,11,16,24,25
305.1407,915.4222,293,25,10,16,24,25
326.1615,978.4846,293,15,29,16,25,15
330.5964,991.7891,293,16,28,16,25,15
335.0574,1005.1723,293,17,27,16,25,15
339.5458,1018.6375,293,18,26,16,25,15
344.0627,1032.1881,293,19,25,16,25,15
348.6094,1045.8281,293,20,24,16,25,15
353.1874,1059.5622,293,21,23,16,25,15
357.7986,1073.3957,293,22,22,16,25,15
362.445,1087.335,293,23,21,16,25,15
367.1293,1101.388,293,24,20,16,25,15
371.8549,1115.5648,293,25,19,16,25,15
329.8974,989.6923,293,15,28,16,25,16
334.3659,1003.0977,293,16,27,16,25,16
338.861,1016.5829,293,17,26,16,25,16
343.3837,1030.1511,293,18,25,16,25,16
347.9353,1043.806,293,19,24,16,25,16
352.5172,1057.5516,293,20,23,16,25,16
357.1309,1071.3926,293,21,22,16,25,16
361.7781,1085.3343,293,22,21,16,25,16
366.461,1099.3829,293,23,20,16,25,16
371.1818,1113.5454,293,24,19,16,25,16
375.9433,1127.8298,293,25,18,16,25,16
332.8421,998.5263,293,15,27,16,25,17
337.4318,1012.2955,293,16,26,16,25,17
342.0491,1026.1474,293,17,25,16,25,17
346.6951,1040.0853,293,18,24,16,25,17
351.3708,1054.1125,293,19,23,16,25,17
356.0776,1068.2328,293,20,22,16,25,17
360.8169,1082.4506,293,21,21,16,25,17
365.5903,1096.7709,293,22,20,16,25,17
370.3998,1111.1994,293,23,19,16,25,17
375.2475,1125.7426,293,24,18,16,25,17
380.136,1140.4081,293,25,17,16,25,17
331.4033,994.21,293,15,26,16,25,18
336.1005,1008.3015,293,16,25,16,25,18
340.8335,1022.5005,293,17,24,16,25,18
345.6042,1036.8125,293,18,23,16,25,18
350.4147,1051.244,293,19,22,16,25,18
355.2672,1065.8017,293,20,21,16,25,18
360.1645,1080.4936,293,21,20,16,25,18
365.1094,1095.3282,293,22,19,16,25,18
370.1049,1110.3148,293,23,18,16,25,18
375.1545,1125.4634,293,24,17,16,25,18
380.2612,1140.7835,293,25,16,16,25,18
329.734,989.202,293,15,25,16,25,19
334.5124,1003.5372,293,16,24,16,25,19
339.3221,1017.9662,293,17,23,16,25,19
344.1593,1032.4778,293,18,22,16,25,19
349.0172,1047.0516,293,19,21,16,25,19
353.8845,1061.6534,293,20,20,16,25,19
358.7444,1076.2333,293,21,19,16,25,19
363.5786,1090.7358,293,22,18,16,25,19
366.1619,1098.4856,293,23,17,16,25,19
366.644,1099.932,293,24,16,16,25,19
367.1289,1101.3867,293,25,15,16,25,19
322.9738,968.9214,293,15,24,16,25,20
323.3266,969.9797,293,16,23,16,25,20
323.6813,971.0439,293,17,22,16,25,20
324.0381,972.1143,293,18,21,16,25,20
324.3969,973.1907,293,19,20,16,25,20
324.7577,974.2732,293,20,19,16,25,20
325.1207,975.362,293,21,18,16,25,20
325.4857,976.4571,293,22,17,16,25,20
325.8528,977.5584,293,23,16,16,25,20
326.222,978.6661,293,24,15,16,25,20
326.5934,979.7803,293,25,14,16,25,20
282.9454,848.8362,293,15,23,16,25,21
283.1868,849.5604,293,16,22,16,25,21
283.4296,850.2887,293,17,21,16,25,21
283.6737,851.0211,293,18,20,16,25,21
283.9193,851.7578,293,19,19,16,25,21
284.1662,852.4987,293,20,18,16,25,21
284.4146,853.2439,293,21,17,16,25,21
284.6645,853.9934,293,22,16,16,25,21
284.9158,854.7473,293,23,15,16,25,21
286.9925,860.9774,293,24,14,16,25,21
298.2889,894.8667,293,25,13,16,25,21
242.3029,726.9087,293,15,22,16,25,22
242.4294,727.2883,293,16,21,16,25,22
242.5567,727.6701,293,17,20,16,25,22
242.6847,728.0541,293,18,19,16,25,22
242.8134,728.4403,293,19,18,16,25,22
247.5348,742.6044,293,20,17,16,25,22
258.2955,774.8864,293,21,16,16,25,22
269.3133,807.94,293,22,15,16,25,22
280.5524,841.6572,293,23,14,16,25,22
291.9734,875.9202,293,24,13,16,25,22
303.5786,910.7358,293,25,12,16,25,22
201.032,603.0961,293,15,21,16,25,23
208.2616,624.7848,293,16,20,16,25,23
218.6014,655.8043,293,17,19,16,25,23
229.1105,687.3316,293,18,18,16,25,23
239.7735,719.3206,293,19,17,16,25,23
250.5744,751.7233,293,20,16,16,25,23
261.5178,784.5535,293,21,15,16,25,23
272.6289,817.8868,293,22,14,16,25,23
283.9479,851.8437,293,23,13,16,25,23
295.5268,886.5805,293,24,12,16,25,23
307.4308,922.2923,293,25,11,16,25,23
199.5006,598.5019,293,15,20,16,25,24
209.7899,629.3698,293,16,19,16,25,24
220.1853,660.5558,293,17,18,16,25,24
230.7078,692.1233,293,18,17,16,25,24
241.3878,724.1634,293,19,16,16,25,24
252.2627,756.7881,293,20,15,16,25,24
263.3765,790.1294,293,21,14,16,25,24
274.7817,824.345,293,22,13,16,25,24
286.5433,859.63,293,23,12,16,25,24
298.7462,896.2385,293,24,11,16,25,24
311.5078,934.5233,293,25,10,16,25,24
199.6541,598.9622,293,15,19,16,25,25
209.9514,629.8543,293,16,18,16,25,25
220.4307,661.292,293,17,17,16,25,25
231.1287,693.3862,293,18,16,16,25,25
242.0882,726.2647,293,19,15,16,25,25
253.3607,760.0822,293,20,14,16,25,25
265.0112,795.0337,293,21,13,16,25,25
277.1265,831.3795,293,22,12,16,25,25
289.8301,869.4904,293,23,11,16,25,25
303.3144,909.9433,293,24,10,16,25,25
317.9194,953.7581,293,25,9,16,25,25
268.1303,804.3909,293,15,38,17,15,15
267.9415,803.8245,293,16,37,17,15,15
274.4756,823.4267,293,17,36,17,15,15
284.5203,853.5609,293,18,35,17,15,15
294.8906,884.6719,293,19,34,17,15,15
305.633,916.8989,293,20,33,17,15,15
316.7741,950.3223,293,21,32,17,15,15
328.2416,984.7249,293,22,31,17,15,15
340.1574,1020.4723,293,23,30,17,15,15
353.5004,1060.5012,293,24,29,17,15,15
368.0476,1104.1429,293,25,28,17,15,15
266.2794,798.8382,293,15,37,17,15,16
266.0858,798.2574,293,16,36,17,15,16
266.9879,800.9637,293,17,35,17,15,16
276.8524,830.5571,293,18,34,17,15,16
287.0202,861.0606,293,19,33,17,15,16
297.5372,892.6117,293,20,32,17,15,16
308.4481,925.3444,293,21,31,17,15,16
319.7341,959.2022,293,22,30,17,15,16
331.2801,993.8404,293,23,29,17,15,16
343.8135,1031.4406,293,24,28,17,15,16
358.0415,1074.1246,293,25,27,17,15,16
264.4382,793.3146,293,15,36,17,15,17
264.2399,792.7196,293,16,35,17,15,17
264.0404,792.1212,293,17,34,17,15,17
269.3012,807.9037,293,18,33,17,15,17
279.2786,837.8359,293,19,32,17,15,17
289.581,868.7431,293,20,31,17,15,17
300.2585,900.7754,293,21,30,17,15,17
311.3377,934.0131,293,22,29,17,15,17
322.7095,968.1285,293,23,28,17,15,17
334.4829,1003.4486,293,24,27,17,15,17
348.1018,1044.3054,293,25,26,17,15,17
262.6067,787.82,293,15,35,17,15,18
262.4036,787.2109,293,16,34,17,15,18
262.1995,786.5984,293,17,33,17,15,18
261.9941,785.9823,293,18,32,17,15,18
271.6594,814.9782,293,19,31,17,15,18
281.7597,845.2791,293,20,30,17,15,18
292.2102,876.6306,293,21,29,17,15,18
303.0593,909.1778,293,22,28,17,15,18
314.2778,942.8333,293,23,27,17,15,18
325.6855,977.0565,293,24,26,17,15,18
338.2618,1014.7853,293,25,25,17,15,18
260.7847,782.354,293,15,34,17,15,19
260.577,781.7311,293,16,33,17,15,19
260.3682,781.1046,293,17,32,17,15,19
260.1582,780.4745,293,18,31,17,15,19
264.1558,792.4674,293,19,30,17,15,19
274.0669,822.2007,293,20,29,17,15,19
284.3023,852.9068,293,21,28,17,15,19
294.9155,884.7464,293,22,27,17,15,19
305.9353,917.806,293,23,26,17,15,19
317.2165,951.6496,293,24,25,17,15,19
328.8472,986.5416,293,25,24,17,15,19
258.9722,776.9165,293,15,33,17,15,20
258.7599,776.2798,293,16,32,17,15,20
258.5465,775.6395,293,17,31,17,15,20
258.3319,774.9956,293,18,30,17,15,20
258.116,774.348,293,19,29,17,15,20
266.4956,799.4868,293,20,28,17,15,20
276.5295,829.5884,293,21,27,17,15,20
286.9141,860.7422,293,22,26,17,15,20
297.7024,893.1073,293,23,25,17,15,20
308.8579,926.5738,293,24,24,17,15,20
320.1284,960.3851,293,25,23,17,15,20
257.1691,771.5073,293,15,32,17,15,21
256.9523,770.857,293,16,31,17,15,21
256.7344,770.2031,293,17,30,17,15,21
256.5151,769.5454,293,18,29,17,15,21
256.2946,768.8839,293,19,28,17,15,21
259.0387,777.1161,293,20,27,17,15,21
268.8847,806.6542,293,21,26,17,15,21
279.0539,837.1616,293,22,25,17,15,21
289.6036,868.8107,293,23,24,17,15,21
300.5663,901.6988,293,24,23,17,15,21
311.7624,935.2872,293,25,22,17,15,21
255.3754,766.1261,293,15,31,17,15,22
255.1541,765.4624,293,16,30,17,15,22
254.9316,764.7949,293,17,29,17,15,22
254.7079,764.1236,293,18,28,17,15,22
254.4829,763.4486,293,19,27,17,15,22
254.2566,762.7697,293,20,26,17,15,22
261.3605,784.0816,293,21,25,17,15,22
273.1349,819.4046,293,22,24,17,15,22
288.731,866.193,293,23,23,17,15,22
304.3241,912.9724,293,24,22,17,15,22
319.7528,959.2585,293,25,21,17,15,22
248.9016,746.7049,293,15,30,17,15,23
244.9419,734.8257,293,16,29,17,15,23
240.2204,720.6613,293,17,28,17,15,23
234.182,702.5461,293,18,27,17,15,23
247.9615,743.8845,293,19,26,17,15,23
263.7019,791.1058,293,20,25,17,15,23
284.7535,854.2605,293,21,24,17,15,23
303.394,910.1819,293,22,23,17,15,23
320.5473,961.6419,293,23,22,17,15,23
336.6806,1010.0418,293,24,21,17,15,23
352.0518,1056.1554,293,25,20,17,15,23
266.4619,799.3858,293,15,29,17,15,24
272.2282,816.6845,293,16,28,17,15,24
283.7865,851.3594,293,17,27,17,15,24
297.3592,892.0777,293,18,26,17,15,24
311.212,933.6361,293,19,25,17,15,24
324.8401,974.5204,293,20,24,17,15,24
338.1306,1014.3918,293,21,23,17,15,24
351.0933,1053.2799,293,22,22,17,15,24
363.7802,1091.3406,293,23,21,17,15,24
376.2602,1128.7805,293,24,20,17,15,24
388.6083,1165.8249,293,25,19,17,15,24
343.8069,1031.4206,293,15,28,17,15,25
349.2603,1047.7808,293,16,27,17,15,25
355.7858,1067.3575,293,17,26,17,15,25
363.1348,1089.4043,293,18,25,17,15,25
371.0846,1113.2539,293,19,24,17,15,25
379.4648,1138.3945,293,20,23,17,15,25
388.1575,1164.4725,293,21,22,17,15,25
397.0895,1191.2685,293,22,21,17,15,25
406.2238,1218.6713,293,23,20,17,15,25
415.5544,1246.6631,293,24,19,17,15,25
425.1069,1275.3207,293,25,18,17,15,25
288.9895,866.9685,293,15,37,17,16,15
288.8609,866.5827,293,16,36,17,16,15
288.7315,866.1946,293,17,35,17,16,15
288.6015,865.8044,293,18,34,17,16,15
290.6289,871.8867,293,19,33,17,16,15
300.9357,902.807,293,20,32,17,16,15
311.6111,934.8334,293,21,31,17,16,15
322.7154,968.1461,293,22,30,17,16,15
334.2982,1002.8946,293,23,29,17,16,15
346.3106,1038.9319,293,24,28,17,16,15
358.9333,1076.7998,293,25,27,17,16,15
287.0903,861.2709,293,15,36,17,16,16
286.9566,860.8699,293,16,35,17,16,16
286.8222,860.4666,293,17,34,17,16,16
286.687,860.061,293,18,33,17,16,16
286.551,859.6531,293,19,32,17,16,16
293.0943,879.2828,293,20,31,17,16,16
303.5413,910.6238,293,21,30,17,16,16
314.3867,943.1602,293,22,29,17,16,16
325.6944,977.0831,293,23,28,17,16,16
337.4737,1012.4212,293,24,27,17,16,16
349.6278,1048.8833,293,25,26,17,16,16
285.2011,855.6032,293,15,35,17,16,17
285.0624,855.1871,293,16,34,17,16,17
284.9229,854.7687,293,17,33,17,16,17
284.7826,854.3479,293,18,32,17,16,17
284.6416,853.9247,293,19,31,17,16,17
285.3824,856.1472,293,20,30,17,16,17
295.6157,886.8471,293,21,29,17,16,17
306.2171,918.6512,293,22,28,17,16,17
317.2514,951.7541,293,23,27,17,16,17
328.7722,986.3166,293,24,26,17,16,17
340.6935,1022.0805,293,25,25,17,16,17
283.3217,849.965,293,15,34,17,16,18
283.178,849.5341,293,16,33,17,16,18
283.0336,849.1007,293,17,32,17,16,18
282.8883,848.6648,293,18,31,17,16,18
282.7422,848.2265,293,19,30,17,16,18
282.5952,847.7857,293,20,29,17,16,18
287.8264,863.4793,293,21,28,17,16,18
298.1997,894.5991,293,22,27,17,16,18
308.9726,926.9178,293,23,26,17,16,18
320.2149,960.6448,293,24,25,17,16,18
331.9304,995.7912,293,25,24,17,16,18
281.4521,844.3562,293,15,33,17,16,19
281.3035,843.9105,293,16,32,17,16,19
281.1541,843.4623,293,17,31,17,16,19
281.0039,843.0116,293,18,30,17,16,19
280.8528,842.5583,293,19,29,17,16,19
280.7008,842.1025,293,20,28,17,16,19
280.548,841.644,293,21,27,17,16,19
290.3264,870.9792,293,22,26,17,16,19
300.8544,902.5631,293,23,25,17,16,19
311.8191,935.4573,293,24,24,17,16,19
323.2799,969.8397,293,25,23,17,16,19
279.5922,838.7765,293,15,32,17,16,20
279.4388,838.3163,293,16,31,17,16,20
279.2845,837.8534,293,17,30,17,16,20
279.1293,837.388,293,18,29,17,16,20
278.9733,836.9199,293,19,28,17,16,20
278.8164,836.4492,293,20,27,17,16,20
278.6586,835.9758,293,21,26,17,16,20
282.5885,847.7655,293,22,25,17,16,20
292.889,878.667,293,23,24,17,16,20
303.5898,910.7695,293,24,23,17,16,20
314.7674,944.3022,293,25,22,17,16,20
277.7419,833.2256,293,15,31,17,16,21
277.5837,832.751,293,16,30,17,16,21
277.4246,832.2737,293,17,29,17,16,21
277.2646,831.7938,293,18,28,17,16,21
277.1037,831.3111,293,19,27,17,16,21
276.9419,830.8256,293,20,26,17,16,21
276.7791,830.3374,293,21,25,17,16,21
276.6155,829.8464,293,22,24,17,16,21
285.0673,855.202,293,23,23,17,16,21
295.5227,886.568,293,24,22,17,16,21
306.418,919.2541,293,25,21,17,16,21
