TotalYieldStrength,TotalHardness,Temperature_K_,MolePercentNi,MolePercentFe,MolePercentCr,MolePercentAl,MolePercentTi
323.85939,971.57818,297,24,6,22,25,23
329.06174,987.18523,297,25,5,22,25,23
227.05376,681.16128,297,15,14,22,25,24
238.80166,716.40498,297,16,13,22,25,24
251.00798,753.02393,297,17,12,22,25,24
263.78466,791.35397,297,18,11,22,25,24
277.29837,831.89511,297,19,10,22,25,24
287.80986,863.42958,297,20,9,22,25,24
290.37857,871.1357,297,21,8,22,25,24
293.42451,880.27353,297,22,7,22,25,24
298.6978,896.09341,297,23,6,22,25,24
303.95662,911.86986,297,24,5,22,25,24
309.20102,927.60307,297,25,4,22,25,24
230.02751,690.08254,297,15,13,22,25,25
242.89825,728.69474,297,16,12,22,25,25
256.58699,769.76096,297,17,11,22,25,25
267.95436,803.86307,297,18,10,22,25,25
269.99583,809.9875,297,19,9,22,25,25
272.30801,816.92402,297,20,8,22,25,25
274.88033,824.641,297,21,7,22,25,25
277.70621,833.11864,297,22,6,22,25,25
280.78255,842.34764,297,23,5,22,25,25
284.10959,852.32876,297,24,4,22,25,25
289.27592,867.82775,297,25,3,22,25,25
294.80538,884.41614,297,15,32,23,15,15
294.69085,884.07256,297,16,31,23,15,15
294.57567,883.72701,297,17,30,23,15,15
294.45982,883.37947,297,18,29,23,15,15
300.13375,900.40125,297,19,28,23,15,15
310.66534,931.99603,297,20,27,23,15,15
321.64361,964.93083,297,21,26,23,15,15
333.13829,999.41486,297,22,25,23,15,15
345.10385,1035.31155,297,23,24,23,15,15
357.66365,1072.99095,297,24,23,23,15,15
372.31835,1116.95505,297,25,22,23,15,15
292.89727,878.6918,297,15,31,23,15,16
292.7776,878.33281,297,16,30,23,15,16
292.65725,877.97176,297,17,29,23,15,16
292.53621,877.60863,297,18,28,23,15,16
292.41447,877.24342,297,19,27,23,15,16
302.67407,908.02221,297,20,26,23,15,16
313.37998,940.13994,297,21,25,23,15,16
324.57402,973.72206,297,22,24,23,15,16
336.29188,1008.87564,297,23,23,23,15,16
348.37951,1045.13852,297,24,22,23,15,16
361.94623,1085.83869,297,25,21,23,15,16
290.99916,872.99747,297,15,30,23,15,17
290.87441,872.62322,297,16,29,23,15,17
290.74895,872.24684,297,17,28,23,15,17
290.62277,871.8683,297,18,27,23,15,17
290.49586,871.48759,297,19,26,23,15,17
294.83249,884.49746,297,20,25,23,15,17
305.28487,915.85462,297,21,24,23,15,17
316.18655,948.55964,297,22,23,23,15,17
327.61466,982.84399,297,23,22,23,15,17
339.49448,1018.48345,297,24,21,23,15,17
351.92317,1055.76951,297,25,20,23,15,17
289.11097,867.3329,297,15,29,23,15,18
288.98119,866.94356,297,16,28,23,15,18
288.85067,866.55201,297,17,27,23,15,18
288.71941,866.15823,297,18,26,23,15,18
288.5874,865.76219,297,19,25,23,15,18
288.45463,865.36388,297,20,24,23,15,18
297.349,892.04699,297,21,23,23,15,18
307.97637,923.9291,297,22,22,23,15,18
319.09822,957.29466,297,23,21,23,15,18
330.75257,992.25771,297,24,20,23,15,18
342.70366,1028.11099,297,25,19,23,15,18
287.23262,861.69785,297,15,28,23,15,19
287.09787,861.2936,297,16,27,23,15,19
286.96235,860.88704,297,17,26,23,15,19
286.82606,860.47818,297,18,25,23,15,19
286.68899,860.06698,297,19,24,23,15,19
286.55114,859.65343,297,20,23,23,15,19
289.56208,868.68623,297,21,22,23,15,19
299.93607,899.8082,297,22,21,23,15,19
310.76125,932.28376,297,23,20,23,15,19
322.12386,966.37159,297,24,19,23,15,19
333.92533,1001.77599,297,25,18,23,15,19
285.85773,857.57318,297,15,27,23,15,20
285.17828,855.53485,297,16,26,23,15,20
284.63381,853.90144,297,17,25,23,15,20
284.25843,852.77528,297,18,24,23,15,20
284.09725,852.29176,297,19,23,23,15,20
284.21104,852.63311,297,20,22,23,15,20
284.514,853.542,297,21,21,23,15,20
295.49496,886.48489,297,22,20,23,15,20
311.21407,933.64221,297,23,19,23,15,20
326.95961,980.87882,297,24,18,23,15,20
342.65132,1027.95396,297,25,17,23,15,20
289.98532,869.95596,297,15,26,23,15,21
285.29563,855.8869,297,16,25,23,15,21
279.42118,838.26353,297,17,24,23,15,21
271.20955,813.62866,297,18,23,23,15,21
270.09914,810.29742,297,19,22,23,15,21
293.5755,880.72651,297,20,21,23,15,21
313.66144,940.98433,297,21,20,23,15,21
331.32693,993.98078,297,22,19,23,15,21
347.54222,1042.62666,297,23,18,23,15,21
362.79721,1088.39163,297,24,17,23,15,21
377.39458,1132.18374,297,25,16,23,15,21
334.30086,1002.90259,297,15,25,23,15,22
335.77751,1007.33253,297,16,24,23,15,22
339.75343,1019.26029,297,17,23,23,15,22
346.20805,1038.62415,297,18,22,23,15,22
354.49557,1063.48672,297,19,21,23,15,22
363.88488,1091.65465,297,20,20,23,15,22
373.86417,1121.5925,297,21,19,23,15,22
384.14555,1152.43666,297,22,18,23,15,22
394.59098,1183.77294,297,23,17,23,15,22
405.15441,1215.46324,297,24,16,23,15,22
415.85176,1247.55528,297,25,15,23,15,22
394.59839,1183.79517,297,15,24,23,15,23
400.23278,1200.69834,297,16,23,23,15,23
405.97854,1217.93561,297,17,22,23,15,23
411.84649,1235.53947,297,18,21,23,15,23
417.57008,1252.71023,297,19,20,23,15,23
422.37258,1267.11775,297,20,19,23,15,23
427.75497,1283.26491,297,21,18,23,15,23
433.66164,1300.98491,297,22,17,23,15,23
440.04941,1320.14823,297,23,16,23,15,23
446.89483,1340.68449,297,24,15,23,15,23
454.20191,1362.60574,297,25,14,23,15,23
378.09223,1134.27669,297,15,23,23,15,24
385.56689,1156.70067,297,16,22,23,15,24
393.13726,1179.41177,297,17,21,23,15,24
400.77638,1202.32914,297,18,20,23,15,24
408.46225,1225.38676,297,19,19,23,15,24
416.17906,1248.53717,297,20,18,23,15,24
423.91939,1271.75816,297,21,17,23,15,24
431.68739,1295.06218,297,22,16,23,15,24
439.50281,1318.50843,297,23,15,23,15,24
447.40665,1342.21996,297,24,14,23,15,24
455.47261,1366.41784,297,25,13,23,15,24
358.56969,1075.70908,297,15,22,23,15,25
368.01784,1104.05353,297,16,21,23,15,25
377.32144,1131.96431,297,17,20,23,15,25
386.47627,1159.42881,297,18,19,23,15,25
395.48162,1186.44485,297,19,18,23,15,25
404.34094,1213.02281,297,20,17,23,15,25
413.06365,1239.19096,297,21,16,23,15,25
421.66818,1265.00455,297,22,15,23,15,25
430.1874,1290.56221,297,23,14,23,15,25
438.68012,1316.04036,297,24,13,23,15,25
447.26386,1341.79158,297,25,12,23,15,25
315.4896,946.46881,297,15,31,23,16,15
315.4344,946.30321,297,16,30,23,16,15
315.37889,946.13667,297,17,29,23,16,15
315.32306,945.96917,297,18,28,23,16,15
315.2669,945.80071,297,19,27,23,16,15
315.21043,945.63128,297,20,26,23,16,15
316.22591,948.67774,297,21,25,23,16,15
327.09518,981.28554,297,22,24,23,16,15
338.48509,1015.45528,297,23,23,23,16,15
350.4994,1051.49819,297,24,22,23,16,15
363.14065,1089.42196,297,25,21,23,16,15
313.53395,940.60186,297,15,30,23,16,16
313.47334,940.42002,297,16,29,23,16,16
313.41238,940.23715,297,17,28,23,16,16
313.35108,940.05324,297,18,27,23,16,16
313.28942,939.86827,297,19,26,23,16,16
313.22741,939.68224,297,20,25,23,16,16
313.16504,939.49513,297,21,24,23,16,16
318.88449,956.65348,297,22,23,23,16,16
329.95766,989.87299,297,23,22,23,16,16
341.60823,1024.82468,297,24,21,23,16,16
353.92107,1061.76322,297,25,20,23,16,16
311.58852,934.76555,297,15,29,23,16,17
311.52255,934.56765,297,16,28,23,16,17
311.45621,934.36863,297,17,27,23,16,17
311.38949,934.16847,297,18,26,23,16,17
311.32239,933.96717,297,19,25,23,16,17
311.2549,933.76471,297,20,24,23,16,17
311.18703,933.56109,297,21,23,23,16,17
311.11877,933.3563,297,22,22,23,16,17
321.62506,964.87518,297,23,21,23,16,17
332.92988,998.78964,297,24,20,23,16,17
344.87446,1034.62338,297,25,19,23,16,17
309.65321,928.95964,297,15,28,23,16,18
309.58195,928.74584,297,16,27,23,16,18
309.51028,928.53084,297,17,26,23,16,18
309.4382,928.31461,297,18,25,23,16,18
309.36572,928.09715,297,19,24,23,16,18
309.29282,927.87845,297,20,23,23,16,18
309.2195,927.65849,297,21,22,23,16,18
309.14576,927.43727,297,22,21,23,16,18
313.47473,940.42418,297,23,20,23,16,18
324.46028,973.38085,297,24,19,23,16,18
336.03126,1008.09379,297,25,18,23,16,18
307.72796,923.18389,297,15,27,23,16,19
307.65146,922.95437,297,16,26,23,16,19
307.57452,922.72355,297,17,25,23,16,19
307.49714,922.49143,297,18,24,23,16,19
307.41933,922.25798,297,19,23,23,16,19
307.34107,922.02321,297,20,22,23,16,19
307.26236,921.78709,297,21,21,23,16,19
307.1832,921.54961,297,22,20,23,16,19
307.10359,921.31077,297,23,19,23,16,19
316.18747,948.56241,297,24,18,23,16,19
327.40677,982.2203,297,25,17,23,16,19
316.2821,948.84631,297,15,26,23,16,20
314.09922,942.29765,297,16,25,23,16,20
311.76345,935.29034,297,17,24,23,16,20
309.22439,927.67318,297,18,23,23,16,20
306.40308,919.20923,297,19,22,23,16,20
303.1659,909.4977,297,20,21,23,16,20
299.25927,897.77781,297,21,20,23,16,20
295.95442,887.86327,297,22,19,23,16,20
311.69222,935.07667,297,23,18,23,16,20
327.46473,982.3942,297,24,17,23,16,20
344.56298,1033.68895,297,25,16,23,16,20
345.97933,1037.93798,297,15,25,23,16,21
343.36997,1030.10991,297,16,24,23,16,21
340.88393,1022.65179,297,17,23,23,16,21
338.99156,1016.97467,297,18,22,23,16,21
338.82684,1016.48053,297,19,21,23,16,21
342.18063,1026.54188,297,20,20,23,16,21
349.69687,1049.09062,297,21,19,23,16,21
359.92016,1079.76047,297,22,18,23,16,21
371.29435,1113.88306,297,23,17,23,16,21
383.03387,1149.10161,297,24,16,23,16,21
394.84055,1184.52164,297,25,15,23,16,21
387.599,1162.79701,297,15,24,23,16,22
393.09195,1179.27585,297,16,23,23,16,22
398.68545,1196.05636,297,17,22,23,16,22
404.3888,1213.1664,297,18,21,23,16,22
410.21278,1230.63835,297,19,20,23,16,22
415.35138,1246.05413,297,20,19,23,16,22
419.30867,1257.92602,297,21,18,23,16,22
424.08719,1272.26158,297,22,17,23,16,22
429.60574,1288.81722,297,23,16,23,16,22
435.77549,1307.32647,297,24,15,23,16,22
442.52238,1327.56715,297,25,14,23,16,22
365.5185,1096.5555,297,15,23,23,16,23
372.79707,1118.39122,297,16,22,23,16,23
380.3359,1141.00769,297,17,21,23,16,23
388.07563,1164.2269,297,18,20,23,16,23
395.96321,1187.88962,297,19,19,23,16,23
403.95395,1211.86185,297,20,18,23,16,23
412.01191,1236.03573,297,21,17,23,16,23
420.11036,1260.33108,297,22,16,23,16,23
428.23371,1284.70113,297,23,15,23,16,23
436.3811,1309.1433,297,24,14,23,16,23
444.57163,1333.71488,297,25,13,23,16,23
339.60583,1018.81749,297,15,22,23,16,24
349.97693,1049.93079,297,16,21,23,16,24
360.19219,1080.57658,297,17,20,23,16,24
370.23619,1110.70856,297,18,19,23,16,24
380.10166,1140.30499,297,19,18,23,16,24
389.78632,1169.35896,297,20,17,23,16,24
399.29159,1197.87476,297,21,16,23,16,24
408.62301,1225.86903,297,22,15,23,16,24
417.79215,1253.37644,297,23,14,23,16,24
426.82029,1280.46086,297,24,13,23,16,24
435.74532,1307.23595,297,25,12,23,16,24
330.02839,990.08517,297,15,21,23,16,25
340.86272,1022.58816,297,16,20,23,16,25
351.4466,1054.3398,297,17,19,23,16,25
361.79031,1085.37093,297,18,18,23,16,25
371.90157,1115.70472,297,19,17,23,16,25
381.7863,1145.35889,297,20,16,23,16,25
391.44972,1174.34917,297,21,15,23,16,25
400.8982,1202.6946,297,22,14,23,16,25
410.14204,1230.42612,297,23,13,23,16,25
419.20053,1257.60158,297,24,12,23,16,25
428.11202,1284.33607,297,25,11,23,16,25
336.03058,1008.09174,297,15,30,23,17,15
336.03389,1008.10167,297,16,29,23,17,15
336.03722,1008.11166,297,17,28,23,17,15
336.04057,1008.1217,297,18,27,23,17,15
336.04393,1008.1318,297,19,26,23,17,15
336.04732,1008.14196,297,20,25,23,17,15
336.05072,1008.15217,297,21,24,23,17,15
336.05415,1008.16245,297,22,23,23,17,15
336.05759,1008.17278,297,23,22,23,17,15
343.33279,1029.99837,297,24,21,23,17,15
355.19007,1065.5702,297,25,20,23,17,15
334.02809,1002.08428,297,15,29,23,17,16
334.02572,1002.07717,297,16,28,23,17,16
334.02334,1002.07002,297,17,27,23,17,16
334.02094,1002.06283,297,18,26,23,17,16
334.01853,1002.0556,297,19,25,23,17,16
334.01611,1002.04833,297,20,24,23,17,16
334.01367,1002.04102,297,21,23,23,17,16
334.01122,1002.03366,297,22,22,23,17,16
334.00876,1002.02627,297,23,21,23,17,16
334.879,1004.637,297,24,20,23,17,16
346.36459,1039.09378,297,25,19,23,17,16
332.03603,996.10808,297,15,28,23,17,17
332.02804,996.08412,297,16,27,23,17,17
332.02,996.06001,297,17,26,23,17,17
332.01192,996.03577,297,18,25,23,17,17
332.0038,996.01139,297,19,24,23,17,17
331.99563,995.98688,297,20,23,23,17,17
331.98741,995.96222,297,21,22,23,17,17
331.97914,995.93742,297,22,21,23,17,17
331.97082,995.91247,297,23,20,23,17,17
331.96246,995.88739,297,24,19,23,17,17
337.76661,1013.29983,297,25,18,23,17,17
330.0543,990.16291,297,15,27,23,17,18
330.04075,990.12226,297,16,26,23,17,18
330.02713,990.08138,297,17,25,23,17,18
330.01342,990.04026,297,18,24,23,17,18
329.99964,989.99891,297,19,23,23,17,18
329.98578,989.95733,297,20,22,23,17,18
329.97184,989.91551,297,21,21,23,17,18
329.95782,989.87345,297,22,20,23,17,18
329.94372,989.83115,297,23,19,23,17,18
329.92953,989.7886,297,24,18,23,17,18
329.91527,989.74581,297,25,17,23,17,18
336.64446,1009.93338,297,15,26,23,17,19
335.38457,1006.1537,297,16,25,23,17,19
334.13977,1002.41931,297,17,24,23,17,19
332.91535,998.74604,297,18,23,23,17,19
331.7183,995.15489,297,19,22,23,17,19
330.55808,991.67423,297,20,21,23,17,19
329.44777,988.3433,297,21,20,23,17,19
328.40592,985.21776,297,22,19,23,17,19
327.45967,982.37901,297,23,18,23,17,19
326.65011,979.95034,297,24,17,23,17,19
326.0422,978.12659,297,25,16,23,17,19
362.91667,1088.75,297,15,25,23,17,20
360.69966,1082.09897,297,16,24,23,17,20
358.32467,1074.97402,297,17,23,23,17,20
355.75664,1067.26992,297,18,22,23,17,20
352.95515,1058.86546,297,19,21,23,17,20
349.88846,1049.66538,297,20,20,23,17,20
346.60557,1039.81671,297,21,19,23,17,20
343.61381,1030.84142,297,22,18,23,17,20
343.66668,1031.00004,297,23,17,23,17,20
351.99205,1055.97615,297,24,16,23,17,20
365.4719,1096.41571,297,25,15,23,17,20
380.60771,1141.82312,297,15,24,23,17,21
385.96081,1157.88243,297,16,23,23,17,21
391.40426,1174.21279,297,17,22,23,17,21
396.94608,1190.83824,297,18,21,23,17,21
402.59551,1207.78652,297,19,20,23,17,21
408.36331,1225.08993,297,20,19,23,17,21
414.26211,1242.78634,297,21,18,23,17,21
417.25366,1251.76098,297,22,17,23,17,21
420.74204,1262.22613,297,23,16,23,17,21
425.33434,1276.00302,297,24,15,23,17,21
430.9351,1292.80529,297,25,14,23,17,21
354.45967,1063.379,297,15,23,23,17,22
360.59257,1081.77772,297,16,22,23,17,22
367.25318,1101.75953,297,17,21,23,17,22
374.42305,1123.26916,297,18,20,23,17,22
382.03578,1146.10733,297,19,19,23,17,22
389.99874,1169.99622,297,20,18,23,17,22
398.21701,1194.65104,297,21,17,23,17,22
406.60811,1219.82433,297,22,16,23,17,22
415.10683,1245.3205,297,23,15,23,17,22
423.6653,1270.99589,297,24,14,23,17,22
432.2531,1296.7593,297,25,13,23,17,22
316.04439,948.13316,297,15,22,23,17,23
327.43989,982.31968,297,16,21,23,17,23
338.81042,1016.43125,297,17,20,23,17,23
350.03028,1050.09085,297,18,19,23,17,23
361.04343,1083.13029,297,19,18,23,17,23
371.82853,1115.48558,297,20,17,23,17,23
382.38087,1147.1426,297,21,16,23,17,23
392.70353,1178.11059,297,22,15,23,17,23
402.80368,1208.41103,297,23,14,23,17,23
412.69196,1238.07589,297,24,13,23,17,23
422.38439,1267.15318,297,25,12,23,17,23
306.68784,920.06352,297,15,21,23,17,24
318.94128,956.82383,297,16,20,23,17,24
330.8237,992.47109,297,17,19,23,17,24
342.36961,1027.10883,297,18,18,23,17,24
353.60641,1060.81922,297,19,17,23,17,24
364.55522,1093.66567,297,20,16,23,17,24
375.23198,1125.69594,297,21,15,23,17,24
385.64859,1156.94576,297,22,14,23,17,24
395.81443,1187.4433,297,23,13,23,17,24
405.73851,1217.21552,297,24,12,23,17,24
415.43278,1246.29835,297,25,11,23,17,24
303.02925,909.08775,297,15,20,23,17,25
314.81383,944.4415,297,16,19,23,17,25
326.29983,978.8995,297,17,18,23,17,25
337.50483,1012.51448,297,18,17,23,17,25
348.44077,1045.32231,297,19,16,23,17,25
359.11476,1077.34427,297,20,15,23,17,25
369.52966,1108.58898,297,21,14,23,17,25
379.68479,1139.05437,297,22,13,23,17,25
389.57677,1168.7303,297,23,12,23,17,25
399.20085,1197.60256,297,24,11,23,17,25
408.55307,1225.65921,297,25,10,23,17,25
354.29736,1062.89207,297,15,29,23,18,15
356.49081,1069.47242,297,16,28,23,18,15
356.55217,1069.6565,297,17,27,23,18,15
356.61387,1069.84162,297,18,26,23,18,15
356.67593,1070.0278,297,19,25,23,18,15
356.73835,1070.21505,297,20,24,23,18,15
356.80112,1070.40337,297,21,23,23,18,15
356.86426,1070.59277,297,22,22,23,18,15
356.92776,1070.78327,297,23,21,23,18,15
356.99162,1070.97487,297,24,20,23,18,15
357.05586,1071.16758,297,25,19,23,18,15
354.38116,1063.14348,297,15,28,23,18,16
354.43623,1063.3087,297,16,27,23,18,16
354.49162,1063.47485,297,17,26,23,18,16
354.54732,1063.64195,297,18,25,23,18,16
354.60333,1063.81,297,19,24,23,18,16
354.65967,1063.979,297,20,23,23,18,16
354.71632,1064.14897,297,21,22,23,18,16
354.77331,1064.31992,297,22,21,23,18,16
354.83062,1064.49186,297,23,20,23,18,16
354.88826,1064.66478,297,24,19,23,18,16
354.94624,1064.83871,297,25,18,23,18,16
352.34315,1057.02946,297,15,27,23,18,17
352.39235,1057.17704,297,16,26,23,18,17
352.44182,1057.32545,297,17,25,23,18,17
352.49157,1057.47471,297,18,24,23,18,17
352.5416,1057.62481,297,19,23,23,18,17
352.59192,1057.77576,297,20,22,23,18,17
352.64253,1057.92758,297,21,21,23,18,17
352.69342,1058.08026,297,22,20,23,18,17
352.74461,1058.23382,297,23,19,23,18,17
352.79609,1058.38827,297,24,18,23,18,17
352.84787,1058.54361,297,25,17,23,18,17
353.98335,1061.95004,297,15,26,23,18,18
353.15294,1059.45883,297,16,25,23,18,18
352.37764,1057.13291,297,17,24,23,18,18
351.66819,1055.00457,297,18,23,23,18,18
351.03787,1053.11361,297,19,22,23,18,18
350.53502,1051.60506,297,20,21,23,18,18
350.57964,1051.73891,297,21,20,23,18,18
350.62451,1051.87352,297,22,19,23,18,18
350.66964,1052.00891,297,23,18,23,18,18
350.71502,1052.14507,297,24,17,23,18,18
350.76067,1052.28201,297,25,16,23,18,18
369.65515,1108.96544,297,15,25,23,18,19
374.84052,1124.52157,297,16,24,23,18,19
375.31527,1125.94582,297,17,23,23,18,19
373.52703,1120.58109,297,18,22,23,18,19
371.64315,1114.92945,297,19,21,23,18,19
369.63801,1108.91403,297,20,20,23,18,19
367.47476,1102.42427,297,21,19,23,18,19
365.09816,1095.29447,297,22,18,23,18,19
362.42094,1087.26282,297,23,17,23,18,19
359.29549,1077.88647,297,24,16,23,18,19
355.45005,1066.35016,297,25,15,23,18,19
373.62012,1120.86035,297,15,24,23,18,20
378.83404,1136.50212,297,16,23,23,18,20
384.1284,1152.38519,297,17,22,23,18,20
389.51005,1168.53016,297,18,21,23,18,20
394.98692,1184.96075,297,19,20,23,18,20
400.56813,1201.70439,297,20,19,23,18,20
406.26437,1218.7931,297,21,18,23,18,20
412.08817,1236.26451,297,22,17,23,18,20
418.05442,1254.16325,297,23,16,23,18,20
419.49938,1258.49813,297,24,15,23,18,20
422.01139,1266.03417,297,25,14,23,18,20
348.48452,1045.45356,297,15,23,23,18,21
353.11442,1059.34326,297,16,22,23,18,21
358.03518,1074.10555,297,17,21,23,18,21
363.37829,1090.13487,297,18,20,23,18,21
369.29179,1107.87537,297,19,19,23,18,21
375.89596,1127.68789,297,20,18,23,18,21
383.22589,1149.67766,297,21,17,23,18,21
391.20704,1173.62113,297,22,16,23,18,21
399.69012,1199.07035,297,23,15,23,18,21
408.51171,1225.53512,297,24,14,23,18,21
417.53517,1252.60552,297,25,13,23,18,21
292.24647,876.7394,297,15,22,23,18,22
300.56817,901.70452,297,16,21,23,18,22
311.55762,934.67286,297,17,20,23,18,22
323.79053,971.37159,297,18,19,23,18,22
336.30765,1008.92296,297,19,18,23,18,22
348.68674,1046.06021,297,20,17,23,18,22
360.77543,1082.32629,297,21,16,23,18,22
372.53304,1117.59912,297,22,15,23,18,22
383.96174,1151.88522,297,23,14,23,18,22
395.07858,1185.23575,297,24,13,23,18,22
405.90482,1217.71445,297,25,12,23,18,22
275.66744,827.00232,297,15,21,23,18,23
290.45734,871.37202,297,16,20,23,18,23
304.4972,913.49161,297,17,19,23,18,23
317.91013,953.73038,297,18,18,23,18,23
330.79247,992.3774,297,19,17,23,18,23
343.21786,1029.65358,297,20,16,23,18,23
355.24209,1065.72626,297,21,15,23,18,23
366.90706,1100.72119,297,22,14,23,18,23
378.24396,1134.73187,297,23,13,23,18,23
389.27576,1167.82727,297,24,12,23,18,23
400.01962,1200.05886,297,25,11,23,18,23
277.07249,831.21747,297,15,20,23,18,24
290.45381,871.36143,297,16,19,23,18,24
303.37629,910.12888,297,17,18,23,18,24
315.89636,947.68909,297,18,17,23,18,24
328.05579,984.16737,297,19,16,23,18,24
339.88514,1019.65541,297,20,15,23,18,24
351.40601,1054.21802,297,21,14,23,18,24
362.63254,1087.89763,297,22,13,23,18,24
373.57244,1120.71733,297,23,12,23,18,24
384.22779,1152.68336,297,24,11,23,18,24
394.59585,1183.78754,297,25,10,23,18,24
276.88832,830.66496,297,15,19,23,18,25
289.36447,868.09341,297,16,18,23,18,25
301.52535,904.57604,297,17,17,23,18,25
313.39071,940.17214,297,18,16,23,18,25
324.97375,974.92124,297,19,15,23,18,25
336.28164,1008.84491,297,20,14,23,18,25
347.31579,1041.94738,297,21,13,23,18,25
358.07176,1074.21529,297,22,12,23,18,25
368.53882,1105.61645,297,23,11,23,18,25
378.69912,1136.09737,297,24,10,23,18,25
388.52619,1165.57856,297,25,9,23,18,25
351.05554,1053.16663,297,15,28,23,19,15
356.05052,1068.15155,297,16,27,23,19,15
361.11635,1083.34904,297,17,26,23,19,15
366.25992,1098.77977,297,18,25,23,19,15
371.48935,1114.46806,297,19,24,23,19,15
376.81423,1130.4427,297,20,23,23,19,15
377.40635,1132.21906,297,21,22,23,19,15
377.52836,1132.58509,297,22,21,23,19,15
377.65107,1132.95322,297,23,20,23,19,15
377.77449,1133.32348,297,24,19,23,19,15
377.89863,1133.69588,297,25,18,23,19,15
354.94992,1064.84976,297,15,27,23,19,16
359.96539,1079.89617,297,16,26,23,19,16
365.05157,1095.1547,297,17,25,23,19,16
370.21503,1110.64509,297,18,24,23,19,16
375.04532,1125.13595,297,19,23,23,19,16
375.1596,1125.47879,297,20,22,23,19,16
375.27453,1125.82358,297,21,21,23,19,16
375.39012,1126.17035,297,22,20,23,19,16
375.50637,1126.5191,297,23,19,23,19,16
375.62329,1126.86986,297,24,18,23,19,16
375.74088,1127.22265,297,25,17,23,19,16
358.79721,1076.39162,297,15,26,23,19,17
363.82833,1091.485,297,16,25,23,19,17
368.9314,1106.79421,297,17,24,23,19,17
372.8299,1118.4897,297,18,23,23,19,17
372.93729,1118.81187,297,19,22,23,19,17
373.04529,1119.13587,297,20,21,23,19,17
373.15391,1119.46172,297,21,20,23,19,17
373.26314,1119.78942,297,22,19,23,19,17
373.373,1120.119,297,23,18,23,19,17
373.48349,1120.45047,297,24,17,23,19,17
373.59461,1120.78384,297,25,16,23,19,17
362.69276,1088.07827,297,15,25,23,19,18
367.73978,1103.21934,297,16,24,23,19,18
372.85595,1118.56785,297,17,23,23,19,18
378.04692,1134.14075,297,18,22,23,19,18
383.31918,1149.95755,297,19,21,23,19,18
386.40438,1159.21314,297,20,20,23,19,18
385.02827,1155.08481,297,21,19,23,19,18
383.6268,1150.8804,297,22,18,23,19,18
382.1947,1146.5841,297,23,17,23,19,18
380.7244,1142.17321,297,24,16,23,19,18
379.20462,1137.61386,297,25,15,23,19,18
366.63207,1099.8962,297,15,24,23,19,19
371.70689,1115.12067,297,16,23,23,19,19
376.85229,1130.55688,297,17,22,23,19,19
382.07407,1146.22221,297,18,21,23,19,19
387.37888,1162.13663,297,19,20,23,19,19
392.77438,1178.32315,297,20,19,23,19,19
398.26952,1194.80857,297,21,18,23,19,19
403.87473,1211.6242,297,22,17,23,19,19
409.60234,1228.80703,297,23,16,23,19,19
415.46702,1246.40106,297,24,15,23,19,19
421.48639,1264.45918,297,25,14,23,19,19
346.18757,1038.56272,297,15,23,23,19,20
350.38174,1051.14522,297,16,22,23,19,20
354.61022,1063.83067,297,17,21,23,19,20
358.89789,1076.69368,297,18,20,23,19,20
363.29068,1089.87205,297,19,19,23,19,20
367.87126,1103.61379,297,20,18,23,19,20
372.78146,1118.34438,297,21,17,23,19,20
378.24106,1134.72319,297,22,16,23,19,20
384.52476,1153.57427,297,23,15,23,19,20
391.84504,1175.53512,297,24,14,23,19,20
400.19374,1200.58122,297,25,13,23,19,20
296.819,890.457,297,15,22,23,19,21
298.26678,894.80034,297,16,21,23,19,21
299.57868,898.73604,297,17,20,23,19,21
301.53353,904.6006,297,18,19,23,19,21
306.64336,919.93008,297,19,18,23,19,21
317.28115,951.84344,297,20,17,23,19,21
330.95199,992.85598,297,21,16,23,19,21
345.04427,1035.13281,297,22,15,23,19,21
358.74282,1076.22845,297,23,14,23,19,21
371.89575,1115.68726,297,24,13,23,19,21
384.52275,1153.56826,297,25,12,23,19,21
228.18439,684.55318,297,15,21,23,19,22
246.1525,738.4575,297,16,20,23,19,22
266.21913,798.65738,297,17,19,23,19,22
284.01333,852.03998,297,18,18,23,19,22
300.24414,900.73242,297,19,17,23,19,22
315.34949,946.04848,297,20,16,23,19,22
329.59859,988.79576,297,21,15,23,19,22
343.16772,1029.50315,297,22,14,23,19,22
356.17773,1068.53319,297,23,13,23,19,22
368.71381,1106.14142,297,24,12,23,19,22
380.8369,1142.51071,297,25,11,23,19,22
242.762,728.28599,297,15,20,23,19,23
259.11334,777.34001,297,16,19,23,19,23
274.45658,823.36975,297,17,18,23,19,23
289.02,867.06001,297,18,17,23,19,23
302.95329,908.85988,297,19,16,23,19,23
316.35987,949.07961,297,20,15,23,19,23
329.31334,987.94002,297,21,14,23,19,23
341.86667,1025.60001,297,22,13,23,19,23
354.05763,1062.17288,297,23,12,23,19,23
365.91206,1097.73619,297,24,11,23,19,23
377.44596,1132.33787,297,25,10,23,19,23
249.25595,747.76786,297,15,19,23,19,24
263.34524,790.03571,297,16,18,23,19,24
276.95971,830.87912,297,17,17,23,19,24
290.15824,870.47473,297,18,16,23,19,24
302.98443,908.95329,297,19,15,23,19,24
315.47011,946.41032,297,20,14,23,19,24
327.63757,982.9127,297,21,13,23,19,24
339.50079,1018.50238,297,22,12,23,19,24
351.06602,1053.19805,297,23,11,23,19,24
